country,region,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Malawi,North Africa,,,,,,,,,,,,,,,,,,,,8.838963182648877,8.768358899655064,8.699871755245727,9.161526772800588,9.812836422614694,16.4847261764636,16.19777709485194,24.461105415538842,22.714907246169602,29.487082328238433,45.48876231636762,64.24772351393068,62.2875274919755,44.50673866710847,33.473331669415764,27.031510575192936,22.976503321988705,26.590687768656984,31.52569746207364,26.149240704354384,21.099740343671794,22.836445914189838,21.55237687795726,19.168332998397503,21.19795195633256,21.506582132103635,21.016659243175592,12.987011069501236,17.24401634074808,22.240762397964644,17.75326203616228,17.310103516936607,14.690108975660651,15.697995373926377,16.975873951156938,17.429552370723254,29.271957100281366,47.982611891919206,39.341091624205845,40.52580613663847,49.531486989726034,60.68712310497307,51.201904262789654,52.273258201657235,59.96583131187904,93.95803511197688,69.55304873532269,55.14495637782087,56.0078385517603,69.26576625974438,75.9104822053836,101.75233105438622,110.16408360431207,99.81470489473752,124.69292227941385,149.58233654066032,136.43785529315193
Mali,North Africa,,,,,,,,,,,,,,,,,29.50424418414566,26.947835109366746,27.477179254573777,28.576266424756724,32.42307152039706,36.98653287027949,28.774168525490573,35.15348098648148,34.568368599564984,35.432476867326564,49.02750113743378,57.72810852535712,56.84422430281934,46.58831931571561,53.53358102729928,46.02279211223615,43.35070080270423,47.08212460615546,44.8048345785995,44.03943809182309,48.740386378411515,47.95049916797383,57.67077626304414,56.914009118535944,58.550950938277225,56.218535800924116,,,52.40263135178348,56.04819655341423,60.12182674847973,56.56963564628072,65.72560043030373,65.05728861788985,73.4675878567839,85.20115266862632,85.68777404020807,85.30144111773674,97.52549190490271,106.09257113733975,111.1715146245824,120.52583736017688,125.23991262368429,138.7905243904437,144.34241361619937,152.1789201735228,154.51958043305194,146.71001771099597,147.60559451693854,207.61161046804656,346.9996715684678,415.3854374673086,513.1418789697934,506.9025753572847,536.5739195854408,655.0870015236223,667.8914491447421,610.7445416668128,785.2650084672227,906.3715176162725
Mauritania,North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.616978251581,63.728109256389864,60.26780751047441,59.57492349199495,52.65477765973838,49.54760354177826,46.805947985212505,45.06003644299925,43.796270969060956,42.071468594019045,44.98148570211384,53.818519502228774,62.500845843081144,44.20803796557489,58.92456770779633,77.12982936664834,107.88102304986049,77.23258931824833,122.37210103132867,125.87548822747566,106.55582726751565,124.66206990770578,,144.57790874992182,145.04773923302707,,,172.4662932308818,170.15564621385926,166.18518086257507,158.41778482297312,174.98811772413313,182.64164691560546,195.05061376605533,198.22759451017976,244.74546628290747,261.6681995182582,240.6648644057342,277.1614963252498,276.7308119224818
Mauritius,North Africa,,,,,,,,,,,,,,,1.7981666777909397,1.8382462155274375,1.8120195534095402,1.773611664536031,1.7409075355455939,1.6219755303753074,1.9697426036828194,2.3858906712158046,2.6885886980866682,2.845280816746306,3.0268271444036183,3.014068957614085,3.823596198163067,4.547855830488564,4.44977854571738,4.710034470547408,5.962623235102019,11.416566508493618,11.169619232388815,6.469563688083316,6.844392144917108,6.716706301082547,6.3471961092570295,6.6729880054991035,8.000299105535012,9.824003208825014,13.355693864699887,16.646466677039896,18.725726391644304,19.370589039965033,18.744211375602987,19.549589200521122,20.247916596177127,18.925817907432144,15.702951455197352,14.452351038858659,15.170665197064475,15.710210253763625,15.865429433728815,16.231066988576494,16.658248922427582,15.754324744852983,16.031616778255913,15.718922895068717,15.343238416022645,17.016913404601308,18.329208630429207,16.65749605092815,17.16748357757725,16.464927079414966,22.62159278423341,18.602625166337667,18.196218265457446,23.52532873329774,22.693170833553868,21.986086457647797,21.33722688783477,19.790416103006503,21.51683127820016,18.73717369198252,19.93671586307614,22.732282774044137
Mozambique,North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.05279471443035,145.8201187901239,137.76305331147745,128.90069076141165,123.24308277236757,103.69417998778515,79.7115976616092,106.26561666068373,97.57613453219827,122.41458770000145,111.12436131227533,104.45143415269352,104.85287273959773,113.01480596770584,132.54377357005146,61.60569742545303,55.912943519464555,62.057399588696356,73.75639345003891,88.48701892368436,91.66404759032073,104.49062520180875,108.18400098829117,106.9803162464583,117.13044364488536,90.11991598978115,80.88319347027041,89.04361344436546,89.1985849672485,98.02176183083544,126.59643706927382,116.80912519795949,130.042751863579,150.20988760092942,167.86406681189538,159.45716555631438,175.8607820400041,180.2598417801317,249.44377711440205,268.1413569960664,394.5502211214127,374.29223810768207,446.35820912845355,404.3991853360489,435.3590429644499
Namibia,North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.45177648165821,205.0973466857703,149.94775658771857,88.509094363945,69.68374042302999,76.740207840098,81.50454369681822,100.25263725261892,106.40975717924951,144.09673027586467,129.74112279470884,152.925588196393,151.0639440506728,148.86905546563807,157.48098890600082,174.3347791318681,183.75514303562363,205.16634270034015,257.31510799624834,271.2691761888467,295.87390539522846,312.6166477886068,307.7385511076921,324.2475555438588,476.8115711549113,522.7417886215404,463.926646602889,421.7620781801295,403.8073546354421,385.5016373196638,382.76314529275743,360.2538554399265,343.59711888524805,339.40513187653556,344.3757379798072
Niger,North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,15.284028168992727,15.397032977437613,17.284876867849235,19.351059828488182,20.123132239920743,17.659364413150183,15.16551413434433,15.013986358896226,17.259653212484565,15.717670986576726,16.687073866077817,17.60694429727258,15.527086155593995,,,,,,,32.60076587968622,27.966156307456817,25.69523220879825,28.328747537401597,34.87655321243091,39.81741763177208,38.1614720406953,46.69862609515981,36.00192124434642,36.33856041681422,42.32621495241245,40.67526442971449,,,50.682704685096674,52.508107636362915,68.95490634716278,80.09204633980715,152.9692951506867,103.09986136813619,142.96836997265638,,193.7075961568218,224.69516524825758,236.92713340850847,276.25870725537226,253.70330685640374,200.03412943051498,258.5712522090815,331.9173103256951,404.12439218621967
Nigeria,North Africa,,,,,,,,,,,,208.8755522123982,237.72500321188505,308.5645703300094,373.4080331712439,442.00435002775384,515.407030030907,397.0486964813238,1776.0859328848446,2744.553042996676,4621.018211115307,3930.905628694482,3264.101886840811,4118.067012802476,4408.822789606416,4964.565274607918,8111.944737549243,5801.050561186263,6154.531474500171,4799.318576678848,4149.900957284103,3370.565382540922,2221.3845707921014,1739.5599381430031,1496.10361117123,999.7809545369297,978.2111824114074,860.0627216403676,690.2369716403895,678.3576175290215,460.8047079170448,760.9634264870922,729.5677833393262,627.6441439145839,848.4242306399042,595.316191646545,685.7471931759709,581.6374609505341,625.6517962687416,798.6591345170835,1351.5748614253082,1043.7266085946353,1486.5102704338808,2243.883907768075,1381.2494843775107,1345.6265824122906,1188.1163259728726,1238.4015411205626,1438.261241174932,2020.127701754572,2099.4238246644095,2464.914144036966,2744.108049659637,2417.359391477442,2323.689341970548,2112.8358864099546,2061.003869550484,1990.2259041862596,1903.4971320256545,2245.6659647491665,2060.0767100680537,2651.9959165316427,4147.4208198681645,2574.949986384518,3101.259562897293,1989.3286738165616
Rwanda,North Africa,,,,,,,,,,,,,,,,,,,,,,,,,57.297134362579676,40.261070798525594,36.72378052512312,39.80684869263646,54.02634375756828,39.8659671367182,45.54207127656128,50.572184923712776,58.593595767907196,54.59324496230976,52.60334410557966,47.30883888565511,50.26198152039882,56.301519206244414,50.74077952867148,48.10478860580159,56.7403203595504,129.99699494266315,179.90284018005775,147.75146171158053,143.00026534130933,48.90145914737075,82.47035479367486,117.24499805182295,107.91056943185609,118.60726297586592,120.63760972196663,102.77873740590377,104.8637688512815,99.14312283441778,92.26933412114931,80.50798780565113,77.88487119034738,85.78008923116347,79.42287019330249,83.73829608578276,85.72188519839467,87.28394789891067,88.18708496624929,86.62398437932349,88.98324789318814,101.07174715516335,118.70533326447378,125.99493347081153,131.63925382193685,140.84874482880133,148.22026917476308,171.20124402389737,201.09421664414586,188.91217937069334,179.43300947733135,190.55930456518988
Senegal,North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.26121085023036,145.935023447405,159.47350466934884,138.2486175397484,138.80856003806963,131.33716505424712,119.18821373209258,113.83818301598751,120.4164774534839,128.15334042140307,129.26699259178542,130.518752176326,128.10174466470522,120.0612754893547,141.1610260267322,115.38363824006274,117.64374114118289,115.68089661615896,115.12247567657194,122.00187190405309,131.65333996409564,120.39277756488853,132.97780093022587,133.36032202824185,144.92191990355226,145.52691964097178,165.23803101449266,191.55806459041588,215.2784248689312,210.76391306406313,225.20503477597296,212.61313710313152,230.3826781068035,209.9742503949995,242.87581988192954,249.0150442400317,266.40188549420446,375.868611862493,368.0603157099633,437.22742686283493,419.7219399768411,389.38740669726764,513.4821537618144,458.5927100067866,448.993705877196,507.19517271721276
Seychelles,North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.501406380308044,19.20093568598429,19.677551656835917,19.931719264973466,22.08188146373076,22.87254133386936,24.805601446051067,28.79772996386973,18.15196961502299,15.980818743671003,14.713704145850034,14.122741520762768,15.346375610286117,14.486214420672878,14.548279434016367,13.6323159255259,14.132482978196462,13.955432945290156,13.927311693847006,17.771860581637554,16.28514792256716,15.999511518160556,19.482833391245713,14.71564657721233,12.499380099155298,9.3955234047659,11.440940049631836,13.46667457345638,15.753720319406497,36.88026088031646,21.68234979437521,26.5402422317787,26.819318349445748,25.49527206838436,25.469591114629957,27.538297797277178,46.644415639517234,24.567178980029713,33.226261127596445,27.151795743329405
Sierra Leone,North Africa,,,,,,,,,,,11.531796259442556,9.8782572918893,9.341975928163974,9.694944391338595,10.432663473076518,10.166541127142397,10.365462383352774,10.072142515505163,11.049536370784747,11.632067619014759,13.890454387749285,15.626462249360122,15.04128340428782,15.336379071680517,17.532318280031863,21.65268455269717,18.504142496091447,17.908472850090842,19.951301191357476,18.86091657846019,20.866563819209084,27.565786476417735,24.473179389702597,18.449233966237426,12.067247819801993,9.353311944322616,6.801776818745941,13.673118228698012,6.584629331377821,9.203661704042933,16.818431652143204,17.372127315942823,31.276146378408253,36.75797819041271,29.917029879544053,28.275005701903776,27.28184719243898,20.069930148074512,9.53290688150309,11.831872618955794,17.21473224304426,27.62560316197207,32.80837051306746,31.417099699333445,35.45355877745163,29.136308076632805,28.115493589357662,31.022125793828202,27.733572172985728,20.81603415039576,24.562125409217263,25.555927937407283,26.59486222536903,29.1109085733218,29.29478509632164,45.035052009686105,38.0966192888425,46.74149216085298,42.43732508138496,29.663755546495945,24.213796320661146,30.838613407257768,38.72623837326423,39.480853792865254,37.826350383725625,27.48713923949955
Somalia,North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,North Africa,,,255.9625716039537,270.51284449959405,230.72633211221975,216.74161040657938,224.25700366425102,252.16495954654076,363.66102046568835,273.2590446462056,256.71986848448813,292.9031888217614,466.16686422427466,753.6863842629479,754.9201027556674,1058.0259595411178,1083.4741984237448,1173.5402798860903,1303.3817141469444,1369.1120245393522,1412.1031512805566,1332.482478561816,1467.3902590402013,1501.3021830717928,1891.1169896549616,2428.2746564729746,3050.480502199597,3785.1106834902266,4210.272060948553,3777.9021099073784,3374.0115309720786,3382.1084752743677,3741.691965082753,3680.0241449165396,3739.483470514229,4029.0820190867485,4000.5485869082136,4078.0148357708254,4503.242126318446,5285.766804057997,5213.533157246445,4695.36346653303,3857.013546377646,3320.4240208321976,3068.5426481135733,3271.6895667705985,2910.5119160064405,2529.738866457196,2325.537745034708,2060.575358858573,1974.5940492143686,2317.5680722820525,2591.3293744363446,2839.4240770674696,2810.555549725322,2909.494800165935,3230.112313684466,3274.6163361161357,3226.685173282057,3203.496092975794,3350.862021625444,3242.3896974717977,3359.5503249684148,3511.101264822765,3580.4407301922365,3584.2530275071995,3612.845049218274,3519.7864282490527,3469.297400295611,3324.2975616637523,3302.5942673669506,3430.003987695755,3089.2387786362583,3059.3072699596664,2876.466038913462,2694.124131195047
South Sudan,North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2599.2094316721877,2382.8854511109366,3294.9149289094007,2350.8573314682753,2484.7490801870877,3546.9396393451593,2258.1846995312417,2245.2233008039498,2926.826763414008,2350.507856972926,685.8808410423114,295.64959063766565,415.261563852928,255.34717965607828,136.1139131026932,203.70408010346088,532.8468486775967,1076.1661292799017,919.0581781061883
Sudan,North Africa,,,194.64209110217294,218.90129251222595,250.2003471464463,352.24309823739145,320.20721017441866,412.8292418443325,596.1382772540243,563.4878309785786,653.4239057749037,734.1389495277116,741.4690216245867,883.5846384907776,956.2228779267001,1368.557218161424,1888.775885817917,1657.372692447912,1550.8909663415552,1903.8290849091204,2548.6415109035506,3048.3038075163663,3056.9651270520735,2642.8650222613865,2402.1247537830322,1875.0608085326364,1621.7529595983415,2392.5589908799407,2469.3367213079396,1823.8517049881414,2157.389792965414,2487.9095069121577,2095.0798841026667,2290.625533554996,3273.5692647984883,3751.66263649464,2663.9023280292045,2269.6701152348564,2580.0534263680884,2817.1654748242167,,3262.644221832942,2615.7016070282293,2264.690183213599,2582.1532351117116,1910.4632363664691,1396.2221611592784,989.5637895980228,778.5704250221376,2117.646140858749,3756.724712640756,4880.686500582729,3183.560378697279,3310.327690095757,2531.216827766462,7109.274052697903,5810.781060526576,6834.5751458175355,8144.357249096591,9825.162480160803,9580.981456388467,,,,,,4549.411851199501,4767.567254885394,6188.826862065462,3152.957760151561,2851.7841043641292,1655.8712295650932,976.8781218575708,,,
Eswatini,North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.036776686956117,19.819846025883777,20.313298530921518,20.42466338667538,18.043699473312437,18.04733696878266,17.588578513676218,16.02008833309355,14.608915555387146,14.583162738576632,13.035099641441924,12.626167197521081,13.561212913822805,19.269849570965466,21.246542261426605,26.736484646430114,30.92820595598593,32.129350595575644,32.587014460724426,33.41457799475924,32.390419930677105,36.04142675689787,37.72241988242429,36.14561698491795,34.01279797747938,34.66752123475501,40.37325657076709,44.56716842647198,58.32956847522829,58.03853053454134,59.0781378806624,66.24079262676553,72.01296160350037,80.01967852500704,78.16487369501161,68.96122055393623,72.88702088707149,73.30243230699396,74.2118320080961,86.95918401583077,80.16614154696177,83.65360955375927,80.285883806726,78.18099722689573,72.91978190606024,77.43232972791661,70.513370260132,75.51262332361766
Tanzania,North Africa,,,,,,,,,,,,,,,,,,,77.899058275131,74.80311896922547,79.48815472008101,112.93336169980078,155.2943132391183,182.0089227337335,235.15693147222026,307.87357332943003,290.56900589312755,305.5407024970178,378.0185480257293,729.5868175077819,612.7765962855376,290.47646456171674,332.92693950493833,320.6069934668119,274.978704088522,243.94707530257114,246.91343787759476,262.9204029050277,246.4840376235261,224.25262349049584,217.0774241013063,179.92956466163704,194.91131630180644,194.72441079907713,128.2270682128202,119.54039585344549,154.98404567341595,152.74160315212666,163.0043100863981,177.64890681976354,176.5563389746996,188.27942264466958,218.81705183279695,213.98088215725568,194.26764324238707,198.17046656225816,213.8095971137815,233.62785361093964,244.77795408019182,248.92760886869416,277.15480502263654,358.83200187055354,386.31142238697714,392.3289360254527,453.20349213402665,504.9198320601197,586.8518611641944,642.2136598028828,645.0513489447399,678.6534044063036,685.9854002040997,728.4846237422515,786.3813240544254,874.9321918442015,946.2498757414096,966.2096383014398
Togo,North Africa,,,,,,,,,,,,,,,6.758451257315781,19.946881040105517,19.58527710950132,16.6681846382231,18.361651880611774,19.505455331976204,20.18429359279869,21.828128498800236,23.402464610247037,24.36394901721181,27.88168374028248,31.43703583491725,32.55703549456323,41.63769157244445,51.84756810155624,51.06159836184192,44.2978552317734,43.11928258716549,42.13784076913628,37.74429353745996,35.39889708529708,40.26303006683479,50.72503743715079,59.69142349514128,74.8939734718797,73.78273036863712,77.42200302421028,79.30120118218814,74.03854130262019,73.30271639541714,80.88348394464226,57.7122391556238,54.13665322964416,,,,,,,,47.654644726618486,47.46890774490968,46.509599761730556,,,60.377390106619174,59.36252073669131,63.27288662627092,60.44674646261379,67.98236251904878,74.34855277861503,85.19545661425194,83.68035268273455,97.11363262074329,104.65875887898423,115.86706313564235,198.29558229182337,184.0377530909011,206.43657671853845,364.09030051122164,276.3490766788107,189.89893179018398
Uganda,North Africa,,,,,,,,,,,,,2.2271698029687577,13.453073568867785,48.746584064921656,88.98457131880473,155.07548632534983,208.17240473373766,237.5722886445478,291.01235578332614,298.6084632712653,316.5030923615531,541.17066671673,687.0679814120266,541.8079291280407,407.2122546254085,380.5924990966355,337.59429749901324,233.59807818785052,184.37051954487845,140.75352341100745,191.09298835523782,168.36986106039708,127.96497622617775,89.7093384533979,144.72327109397696,187.80148793208593,200.92307637698272,194.72197981872236,194.57194688413406,175.85235563050992,177.92253055839447,173.2764240932988,114.4911094185682,117.01943274527409,144.89843280019326,164.0823443684567,176.18322951342185,173.88668704544264,220.52395478258407,252.427616577848,244.1744988544738,246.59042239979553,264.42350530959686,284.8399699523649,325.6622901937935,326.49577143929235,315.62566806164835,322.84949663727883,355.765785468113,349.68363840058237,747.916894245033,741.4532690165404,378.5782052977542,317.90157081247554,336.38314271624586,373.3003645735532,387.572701226811,423.5499969713131,501.9102900417898,769.0922801556293,1135.4293300337808,1155.1042896806177,966.1011944811402,976.6609862433407,1089.7360968131607
Zambia,North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.1477354066224,229.82421432152069,423.9114873455239,382.57483702706304,285.1725095355916,412.14261438806636,362.9021595941751,242.57254594027432,275.68093878163955,133.8017214917818,157.33430788270053,132.32360395016488,88.50883045465656,88.72387825223848,,132.18097090300338,,,,,173.10624284905893,193.82923493782468,211.7698945075766,239.88246789654502,238.98605765536448,225.6281474928234,250.67625802037864,263.29008330406475,293.08294858512113,316.2641110932511,389.12707204748097,416.28118222007316,339.28583848436296,330.296896668084,379.2751348767364,331.4102851664603,294.3955666606565,270.2665572637187,309.2150349012295,377.172056162625,402.8972428325985
Zimbabwe,North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.4992084388596,420.6745450891841,469.4511305190235,506.1105120611994,430.76475042394645,439.851721331593,439.7380412406402,447.3158121866393,468.7344884356494,489.3436094941882,491.94978735660186,511.6306867836813,415.65691447847377,349.05184398880556,356.23334613731174,327.86552129261133,343.11310813753306,369.9206172239309,,502.1713786991157,631.9361768116329,833.0574358233565,3000.7411126756874,944.3085341615837,581.2940314539879,435.5470756219567,403.067829558,,,,319.45451158805673,623.2924426023867,963.8388928291378,1062.8734592317069,1099.17578904524,1152.5685345228824,1113.0505901682589,1048.905084207633,1170.6648681077852,1071.774927767226,1415.3182918440696,2590.767394807538,2302.4622015986747,870.4335378868728,1319.9067815833369
Belize,Central America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4620938605576375,3.6203992546815593,4.706466896403322,5.23088659638103,6.067810373737945,6.503184126893625,7.063465906341723,6.662809264660476,,,,8.210878830135236,8.723332334255181,8.592238574546915,9.382647982063647,10.71108819609997,13.456177621558517,13.33240175585612,12.44595977583533,14.512089076598356,,,10.169194476474248,10.277694955596184,10.355963699424093,11.055005131446858,11.525265048039776,13.158672251283178,16.24568401340755,17.785622423468695,22.741247585067903,21.213580623699027,18.670782943398702,18.471037111711368,18.000736943157285,20.92168671623396,23.15938896753439,23.1269587788743,25.29937506568394,26.55947103980725,26.815626144454352,28.00834648306898,29.807316880754126,29.62533278117391,29.02563420681469,30.566587499999997,29.171552645410983
Costa Rica,Central America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,Central America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,Central America and the Caribbean,,,,,,,,,,253.47217479871713,,253.98720489449792,250.49349095728672,240.22658281259874,227.0670014667129,242.33838445551388,233.64363251522414,215.6403692979326,204.98644483512393,213.49869287192107,201.83705034720256,196.05527719044377,192.96960244722678,191.69576355181243,177.1196666615254,214.69431074386517,214.52195084282621,230.1766654613765,231.53001362957954,266.42872643093244,284.3201797925857,213.08089548637244,235.93820706856326,220.93284545568295,209.16002090773387,192.04083263554332,180.6169235093415,211.07346458117175,177.40703595315227,156.29402015226665,130.41073978722557,104.0948422053693,74.71724859441818,134.33442446812572,192.58945244655206,194.2390037428444,149.1785015974287,181.6691538634716,244.6220049413122,263.6273423112263,286.11013560505484,383.50288722431696,450.81027007489405,417.699225994931,311.3937556325373,275.4658218425745,341.1649764450286,329.2038015612749,329.3110699917296,378.1361230376901,371.4205047369248,399.08290003713097,379.7097489428005,428.23635022537565,420.1427518652314,485.03469734361596,520.7626232045546,549.1622631492951,609.1024809237465,682.6078327070572,717.5436844140195,730.8852415005172,708.6617609658106,793.2736772744488,946.42577318119,1004.3435336504176
El Salvador,Central America and the Caribbean,,,,,93.00853613574311,,,94.60177561749047,109.31800623458307,102.3596542921838,84.6523070368252,83.05341263413968,86.45968699847268,120.92406088422177,116.85960959888482,107.69642208988607,121.43571981967766,124.92799065100266,126.59796952421917,120.59705560135933,137.04611099098284,126.68152758958975,150.52217178169056,193.9252986335412,204.1265520229421,186.85762906725532,183.95837627204224,225.4486008532712,280.73149846744445,303.3045990050244,415.33471335494306,401.86981806053257,442.001676628707,476.48894061821915,554.8577073221295,942.7690861747622,818.0562574282145,808.679666489063,701.5023107655898,592.6104550999729,599.6697184234815,509.55462370010093,461.7508667882342,400.38359408297003,305.22944918358905,259.8755860511052,241.8775357777829,218.72154941392213,211.93105825507413,204.12352773234022,210.24796767731826,197.7431880683649,260.15431329938855,274.11984685462244,210.16079259680652,203.4283304006422,201.7517500589409,207.34715042950143,231.05939818242732,226.21049082159138,245.7138932805359,257.04489436151454,268.46831638418416,268.20820973823163,281.85665608701504,274.45186086272247,292.7857931890216,290.91035010166036,303.46465789083675,338.9783100726329,364.6956635980204,396.86828837924566,392.1338811282557,477.0425899972829,454.76666666666665,420.79934779113995
Guatemala,Central America and the Caribbean,,,,,,,134.3770234814804,142.8491725255096,154.23020772345254,150.9656027826408,164.69864924265204,153.4807219093695,154.33474868659033,149.6046005862568,185.09937021981028,162.68266148703376,234.51216686227815,239.43364061568585,264.21174703833935,249.67662979062132,210.98258337569015,378.33157021349274,261.21470513024184,280.9062560159147,240.67928111600915,250.74627603338928,350.32606878817194,391.08676727558446,471.7622049237342,415.37835296875954,469.31672468019696,487.1454038640046,685.2388743030101,741.7298575991481,740.3038606779082,806.1784262078885,734.7074508914505,631.4195800066188,659.9948740544381,737.469596473255,736.2159693970931,723.9862203773573,550.087763850379,662.3298568947162,606.475659002794,591.4457468756106,570.3915949909157,477.40883634125544,409.4993730348609,428.5323143132399,416.40921221335844,526.7906060000973,619.5999292874753,459.01510050692093,498.1367804681899,297.8018679145694,238.41202139032188,278.4391415093915,273.92074811092215,296.8589603695662,278.56709251807234,305.02216908884617,322.62771351156977,355.4662406310822,380.34600287369443,356.0229217657651,353.73919773087187,387.5336186254424,339.1762816269978,332.21666308402826,398.465274919515,399.95949189150565,378.7286653498208,463.9085864552294,437.64500382420647,397.4054870857019
Haiti,Central America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.43180540478852,8.465146634569114,8.186205429430995,8.5064986856468,8.148548854268912,7.005572484513592,6.216434638067861,6.124542788014522,,,,,,,,,,,,,,,,,,6.60674932565813,7.879396311166177,8.849689572782596,11.457282338919539,10.725193715894303,14.582088546748915,19.93481684402165,22.699578098485784,33.99824863465884,14.45833089582228,11.786377442106627,14.671760655995836
Honduras,Central America and the Caribbean,,,24.973920177710735,25.272285003019494,28.17199598987606,26.015965446093553,28.707622241198738,31.614167268467025,49.127262219013325,53.13409731740216,48.04681605438433,38.492115881466376,37.02960740519742,36.62959073888036,35.44182048747983,51.9527040910164,53.79106108125354,54.96208398914892,56.320639317276985,57.32429586201901,57.81655560780234,77.27158088620772,87.04424214151508,113.85513330433075,111.73697119034733,104.91154347434114,122.57893951790784,129.4322432187555,160.16076174805775,205.2734060829188,210.4527989068233,205.05802027874307,198.9380007559778,202.15315508949766,195.10302808005213,215.5739560500638,242.03341458035746,260.31282081258644,294.92402725775236,304.1361433981162,289.44845465535957,234.7081094250012,159.95773603638506,,138.43858706685373,,,,,,,124.07688896439771,141.55705630754983,141.0424839926707,178.67639371767717,127.8132626031878,125.57296674822447,144.13528193812024,171.03054067053304,212.0446649810963,237.8822480782452,246.6000405515946,272.2462504604699,279.2502512992984,337.2753595807962,302.5573427152181,369.0919530261991,438.5060960769543,479.8924726303447,456.21526212105215,490.89981320125924,415.08531710948057,477.8235473890833,487.77485534227293,522.9608573826795,560.0914770841189
Jamaica,Central America and the Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.87364423206543,91.06339450755917,,,,104.88723626314882,117.4805462192291,106.85712574295047,85.54391418316101,71.39740818686964,76.83026892461608,77.68472177517039,87.67129682250011,106.21102922754835,102.72429202179731,94.72459914828983,149.82128600366443,125.87437648627936,94.94716771009242,86.75918149781022,85.83141632480518,97.99197815244523,80.87656655820736,77.244510866881,75.89375936627187,80.79553767415874,97.448327016048,101.74865840022959,94.4355507813836,90.8577642570079,108.21484440182071,119.80228217038902,161.90064770598372,156.76858884402884,139.02543139553302,147.23118207942562,146.60340123979444,141.30974541468927,136.4254793649066,141.5480877755872,160.6112030098184,168.81310627544232,238.3640223458494,301.29448668165395,270.81774137264443,247.08332893118356,233.7253945955797,230.3602183609181,251.70993148656083
Mexico,Central America and the Caribbean,502.112272339075,558.6104514020655,566.0890134079867,523.5558963824127,593.7911187116222,748.7518927520235,708.922066470869,723.8842794692151,786.0795572651544,730.7967080050562,715.5469880605375,806.3527711971594,816.2596360575109,926.0845143301767,1039.4039658673544,1088.205853758735,1043.7102424244445,1095.5902428687534,1089.60275853195,1185.8916991863105,1387.8186448288561,1295.621002226058,1331.0901921278144,1607.1749605202995,1779.9858363889123,1947.1583228504232,2096.242879108432,2352.6521140303003,2197.3656932795852,2234.26420163321,2483.499485607132,2358.414497047591,3122.1379647630433,3018.5385695062587,2890.1990254080756,3622.5748810923624,3776.0813523900742,3178.054977655062,3073.503854072032,2857.461537372822,3028.5984368657696,2868.5868349000843,3024.334573055501,3356.927073188462,3582.7726937389457,4504.019573285048,3762.7113296536477,3994.166299491054,4002.108321482602,4127.422655980831,4342.576225870112,4482.354509216333,4435.522571319245,4287.528535202026,4276.379351341102,4119.88011485309,4186.262332652462,3925.8813438529655,5267.976266778852,5238.442633230595,6290.696376833541,5991.241008171368,6540.122669056158,6923.8779419441325,7324.185488997667,7651.416958043897,7186.098306767734,8035.569742413548,7280.672394117904,8142.720387844301,8950.132877880686,11694.48044903994,11265.111577772326,12008.70642835302,11825.909998032439,16451.90678308159
